name,score,developer,publisher,owners,players_forever,players_2weeks,score_ratio(+to-),days_since_sale,average_days_per_sale,average_days_per_sale_variance
Boundless,37,Wonderstruck,Wonderstruck,18248,17205,1303,3.05,-1.00,-1.00,-1.00
VTOL VR,95,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",8081,7560,1172,26.73,-1.00,-1.00,-1.00
Spells 'n' Stuff,3,"Luke Haney, Jim Cook",Luke Haney,3650,1555,0,0.60,-1.00,-1.00,-1.00
In Verbis Virtus,51,Indomitus Games,Indomitus Games,79508,61260,781,4.76,-1.00,-1.00,-1.00
Shatter,86,Sidhe,PikPok,411618,223145,778,14.89,-1.00,-1.00,-1.00
Helmet Heroes,5,Helmet Games,Helmet Games,156149,117307,1562,0.74,-1.00,-1.00,-1.00
CYCOM: Cybernet Combat,,Virtual World Arcade,Virtual World Arcade,1569,0,0,0.00,-1.00,-1.00,-1.00
Super Furball,49,Dustin Gunn,Dustin Gunn,12773,7299,0,4.50,-1.00,-1.00,-1.00
Onward,74,Downpour Interactive,Downpour Interactive,98799,94367,15902,9.47,-1.00,-1.00,-1.00
Spooky's Jump Scare Mansion,82,Lag Studios,Lag Studios,1327398,956706,10949,12.76,-1.00,-1.00,-1.00
Tribes: Ascend,44,Hi-Rez Studios,Hi-Rez Studios,2298702,1215304,14077,3.78,-1.00,-1.00,-1.00
Dark Tower,,PrimeBit Games Sp. z o.o.,PrimeBit Games Sp. z o.o.,785,0,0,0.00,-1.00,-1.00,-1.00
Dangerous Bullets,,Indie Games Studio,Indie Games Studio,94889,93846,1569,0.00,-1.00,-1.00,-1.00
Traps N' Gemstones,33,Donut Games,Donut Games,1570,1570,0,2.75,-1.00,-1.00,-1.00
The Final Station,56,"Oleg Sergeev, Andrey Rumak, Do My Best",tinyBuild,175179,117047,2868,5.56,-1.00,-1.00,-1.00
RC Simulation 2.0,22,devotid,devotid Media,5996,5474,778,1.89,-1.00,-1.00,-1.00
Section 8: Prejudice,39,TimeGate Studios,Atari,208286,170487,0,3.33,-1.00,-1.00,-1.00
Super Puzzle Platformer Deluxe,82,Andrew Morrish,Adult Swim Games,54222,24765,0,11.61,-1.00,-1.00,-1.00
Killer is Dead - Nightmare Edition,39,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,1411598,482524,16162,3.34,-1.00,-1.00,-1.00
RUN ROOMS,39,IDALGAME,IDALGAME,4432,3650,1172,3.27,-1.00,-1.00,-1.00
The Deletion,42,Russpuppy,Russpuppy,25286,18248,784,3.59,-1.00,-1.00,-1.00
Mass Exodus,56,Polymerse,Polymerse,10688,9645,781,5.40,-1.00,-1.00,-1.00
GUILTY GEAR XX ACCENT CORE PLUS R,78,Arc System Works,Arc System Works,118871,63085,2607,10.55,-1.00,-1.00,-1.00
WazHack,65,Waz,Waz Games,28675,25808,785,7.14,-1.00,-1.00,-1.00
Dark Days,33,Brutal Studio,Brutal Studio,5996,1562,0,2.75,-1.00,-1.00,-1.00
Bombinator,2,Solid Patterns,Solid Patterns,29718,20594,778,0.48,-1.00,-1.00,-1.00
Bloody Zombies,31,Paw Print Games Ltd.,nDreams,1825,1043,0,2.69,-1.00,-1.00,-1.00
Robbery Bob: Man of Steal,92,Level Eight AB,Level Eight AB,1564,1303,785,19.00,-1.00,-1.00,-1.00
Tiny Troopers,47,Kukouri,Iceberg Interactive,117829,67778,784,4.13,-1.00,-1.00,-1.00
Kung Fu Strike - The Warrior's Rise,47,Qooc Software,Digital Tribe,170226,74816,1176,4.08,-1.00,-1.00,-1.00
Dragon of Legends,,Thrive Games,Thrive Games,784,784,0,0.00,-1.00,-1.00,-1.00
STATUS: INSANE,100,Frostbullet,Frostbullet,784,0,0,28.00,-1.00,-1.00,-1.00
Thief Town,42,Glass Knuckle Games,Glass Knuckle Games,20333,15902,0,3.56,-1.00,-1.00,-1.00
ZoneDriver,71,Cybertime System,Cybertime System,784,784,0,8.25,-1.00,-1.00,-1.00
Razor2: Hidden Skies,1,Invent4 Entertainment,Strategy First,61260,16944,0,0.31,-1.00,-1.00,-1.00
Spiritual Warfare & Wisdom Tree Collection,,Wisdom Tree,"Piko Interactive LLC, Classics Digital",4171,1303,0,0.00,-1.00,-1.00,-1.00
Crazy Pixel Streaker,23,Lubiterum,"Playdius, Plug In Digital",19551,9906,1825,1.94,-1.00,-1.00,-1.00
Club Naughty,3,Ripknot Systems,Ripknot Systems,4692,2343,0,0.58,-1.00,-1.00,-1.00
Zombie Vikings,44,Zoink Games,Zoink Games,31282,14338,784,3.95,-1.00,-1.00,-1.00
Chasing Dead,21,2020 Venture,2020 Venture,2607,2346,0,1.80,-1.00,-1.00,-1.00
Space Moth DX,56,1CC Games,Black Shell Media,26329,16423,0,5.42,-1.00,-1.00,-1.00
Kidnapped,13,"Deceptive Games, Gavin Powell",Deceptive Games,119132,95671,0,1.38,-1.00,-1.00,-1.00
Deathsmiles,97,"CAVE Interactive CO.,LTD.",Degica,26590,20855,781,48.80,-1.00,-1.00,-1.00
Skilltree Saga,2,Silent Dreams,Headup Games,35714,7038,0,0.46,-1.00,-1.00,-1.00
Sniper Art of Victory,2,CI Games,CI Games,224448,69081,1564,0.48,-1.00,-1.00,-1.00
Feed and Grow: Fish,31,Old B1ood,Greens s.r.o.,92542,90196,15902,2.67,-1.00,-1.00,-1.00
No King No Kingdom,100,Solomakha Taras,Solomakha  Taras,1172,1172,0,12.00,-1.00,-1.00,-1.00
Amazing Princess Sarah,24,Haruneko Entertainment,Haruneko Entertainment,8863,7299,0,2.05,-1.00,-1.00,-1.00
TumbleSeed,49,"Benedict Fritz, Greg Wohlwend, Joel Corelitz, David Laskey, Jenna Blazevich",aeiowu,65431,14338,778,4.36,-1.00,-1.00,-1.00
Insane Insects: The Inception,,Bad Cast games,Strategy First,2085,0,0,0.25,-1.00,-1.00,-1.00
Point Perfect,33,Highcastle Studios,Plug In Digital,37278,25286,0,2.72,-1.00,-1.00,-1.00
Tales From Space: Mutant Blobs Attack,74,DrinkBox Studios,DrinkBox Studios,162145,70645,778,10.10,-1.00,-1.00,-1.00
Inferno 2,74,Radiangames,Radiangames,2607,1176,0,9.00,-1.00,-1.00,-1.00
Serious Sam 2,67,Croteam,Devolver Digital,985382,517716,7038,7.70,-1.00,-1.00,-1.00
Fly and Destroy,31,Just1337 Studio,Just1337 Publisher,111833,71688,781,2.69,-1.00,-1.00,-1.00
Diamond Deeps,37,BIT-GEN,BIT-GEN,3389,1303,0,3.00,-1.00,-1.00,-1.00
SHOCK TROOPERS 2nd Squad,14,"SNK CORPORATION, DotEmu",SNK CORPORATION,15902,2607,0,1.38,-1.00,-1.00,-1.00
Neon Space 2,35,Just1337 Studio,Just1337 Publisher,112615,69602,1564,2.95,-1.00,-1.00,-1.00
Space Waver,,Grégory Joerger,Grégory Joerger,781,0,0,0.00,-1.00,-1.00,-1.00
Empires Mod,62,Empires,Empires,112615,112615,1303,6.37,-1.00,-1.00,-1.00
Warhammer: End Times - Vermintide,47,Fatshark,Fatshark,1355551,1112595,44837,4.15,-1.00,-1.00,-1.00
Street Arena,12,Blossom Games,Blossom Games,15641,3650,0,1.26,-1.00,-1.00,-1.00
Epsilon,23,Serellan LLC,Serellan LLC,17466,14338,0,1.94,-1.00,-1.00,-1.00
Ropes And Dragons VR,49,nobodyshot,nobodyshot,75077,69602,0,4.43,-1.00,-1.00,-1.00
Sickness,86,Zetsubou,Unwonted Studios,18769,7820,1570,14.17,-1.00,-1.00,-1.00
Haunt the House: Terrortown,51,SFB Games,SFB Games,65953,55004,781,4.76,-1.00,-1.00,-1.00
GAIN,,Worldgame entertainement,Worldgame entertainment ,25286,1561,0,0.76,-1.00,-1.00,-1.00
Volume,44,Bithell Games,Bithell Games,215585,77423,1043,3.86,-1.00,-1.00,-1.00
Rambo The Video Game: Baker Team,11,Teyon,Reef Entertainment,15380,10427,784,1.19,-1.00,-1.00,-1.00
Hard Minus,9,B52 Development Team,AYE Technology,5474,784,0,1.00,-1.00,-1.00,-1.00
CropDuster Supreme,86,kChamp Games,kChamp Games,2346,2353,0,15.17,-1.00,-1.00,-1.00
Glare,59,Phobic Studios,,17205,6517,0,5.67,-1.00,-1.00,-1.00
Middle-earth: Shadow of Mordor,82,"Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)","WB Games, Feral Interactive (Mac)",4398243,3680061,76641,11.90,-1.00,-1.00,-1.00
Tank Universal,11,Dialogue Design,Meridian4,144940,29196,778,1.19,-1.00,-1.00,-1.00
GASP,0,Dark Day Interactive,Dark Day Interactive,220277,103230,781,0.24,-1.00,-1.00,-1.00
Roses and Gems,100,Pirate-Rob,Pirate-Rob,1564,0,0,3.00,-1.00,-1.00,-1.00
Midair,42,Archetype Studios,Archetype Studios,3910,3389,778,3.63,-1.00,-1.00,-1.00
Operation Flashpoint: Red River,8,Codemasters Action Studio,Codemasters,629289,219234,2607,1.00,-1.00,-1.00,-1.00
Vampire: The Masquerade - Bloodlines,89,Troika Games,Activision,610259,452024,4953,18.66,-1.00,-1.00,-1.00
Sky Jac,37,Team of Light Media LLC,Team of Light Media LLC,3650,1562,0,3.00,-1.00,-1.00,-1.00
Grid Masters,65,"Angry Hangar Games, LLC","Angry Hangar Games, LLC",7299,1569,0,7.00,-1.00,-1.00,-1.00
Polarity,49,Bluebutton Games,Bluebutton Games,580541,337845,2353,4.30,-1.00,-1.00,-1.00
Red Game Without A Great Name,65,iFun4all S.A.,iFun4all S.A.,27893,19812,784,7.00,-1.00,-1.00,-1.00
Cavern Escape,2,White Dog,White Dog,264333,229922,7560,0.47,-1.00,-1.00,-1.00
Viral,,Dunfan Lu,Dunfan Lu,785,785,0,0.00,-1.00,-1.00,-1.00
Fart Simulator 2018,100,SacriFACE Studio,SacriFACE Studio,1562,2333,0,25.00,-1.00,-1.00,-1.00
Airstrike One,3,LillyWelland inc.,Bitlock Studio,3910,784,0,0.56,-1.00,-1.00,-1.00
"Warhammer 40,000: Space Wolf",33,HeroCraft,HeroCraft,39624,26068,3123,2.83,-1.00,-1.00,-1.00
Cards of Cthulhu,35,Awoker Games,Awoker Games,3389,2868,778,2.92,-1.00,-1.00,-1.00
BOTOLO,100,Ian Snyder,Ian Snyder,785,0,0,3.00,-1.00,-1.00,-1.00
Bleeding Border,12,Curse Box Studios,Curse Box Studios,24244,15380,1303,1.25,-1.00,-1.00,-1.00
Mount Wingsuit,42,Ninja Whale Studios,Ninja Whale Studios,3910,3650,784,3.75,-1.00,-1.00,-1.00
ASSASSINATION STATION,,Fabio Biancarelli,Fabio Biancarelli,2868,0,0,0.00,-1.00,-1.00,-1.00
Deadweight,31,Daniel Kim,Daniel Kim,785,785,0,2.60,-1.00,-1.00,-1.00
Massive,33,Rootify,Rootify,1825,1564,0,2.71,-1.00,-1.00,-1.00
Heroes of Myths - Warriors of Gods,,Ihor Kalinin,OrangeGames,3910,778,0,0.00,-1.00,-1.00,-1.00
Quick Draw,24,Playing With Matches,Playing With Matches,5474,2085,0,2.10,-1.00,-1.00,-1.00
Satellite Repairman,44,Nuno Donato,Nuno Donato,9645,8081,0,3.80,-1.00,-1.00,-1.00
PAC-MAN MUSEUM,14,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,14338,10167,785,1.43,-1.00,-1.00,-1.00
Feesh,42,Terrifying Jellyfish,Terrifying Jellyfish,7820,5996,0,3.76,-1.00,-1.00,-1.00
Masterspace,2,Master Technologies,Mastertech,14338,5474,0,0.46,-1.00,-1.00,-1.00
Monolith,99,Team D-13,Team D-13,11470,9385,1303,104.00,-1.00,-1.00,-1.00
Delver,67,Priority Interrupt,,125128,93064,1825,7.51,-1.00,-1.00,-1.00
Edge Of Existence,,RealFire Interactive,RealFire Interactive,785,785,0,0.00,-1.00,-1.00,-1.00
Half-Life: Opposing Force,89,Gearbox Software,Valve,5944093,842267,10688,18.94,-1.00,-1.00,-1.00
Day One : Garry's Incident,0,Wild Games Studio,Wild Games Studio,91239,63607,0,0.24,-1.00,-1.00,-1.00
The Cubicle.,62,"Roel van Beek, Jurgen Hoogeboom, Joppe de Graaf, Jesper van den Ende",Jespertheend,162666,95931,1043,6.46,-1.00,-1.00,-1.00
Relativity,74,TomCGames,TomCGames,1303,1043,0,10.00,-1.00,-1.00,-1.00
Ancient Warfare 3,78,Jannik Nickel,Jannik Nickel,2607,2607,1961,11.00,-1.00,-1.00,-1.00
Generic Space Shooter,35,LionSword,LionSword,4171,1961,0,2.88,-1.00,-1.00,-1.00
Revenge of the Titans,59,Puppygames,Puppy Games,482003,301089,1172,5.90,-1.00,-1.00,-1.00
Singularity Roller,23,starmops,starmops,4432,0,0,2.00,-1.00,-1.00,-1.00
Filthy Lucre,37,Fabrik Games Ltd,Fabrik Games Ltd,2868,2607,0,3.00,-1.00,-1.00,-1.00
Disney's The Lion King,21,Westwood Studios,Disney Interactive,2346,1825,778,1.78,-1.00,-1.00,-1.00
Frontlines: Fuel of War,19,Kaos Studios,THQ Nordic,286230,142594,781,1.74,-1.00,-1.00,-1.00
Nexuiz,23,IllFonic,"IllFonic, Psyop Games",288315,104012,0,1.98,-1.00,-1.00,-1.00
S.K.I.L.L. - Special Force 2 (Shooter),25,"Dragonfly GF Co., LTD",Gameforge 4D GmbH,3137059,2228057,40927,2.21,-1.00,-1.00,-1.00
Marble Skies,89,Birdwall Games,Birdwall Games,2868,1564,0,18.00,-1.00,-1.00,-1.00
Battlezone 98 Redux,78,Big Boat Interactive,Rebellion,31803,25026,1303,11.00,-1.00,-1.00,-1.00
Pane In The Glass,16,Rewind:VR,Rewind,5214,1825,0,1.54,-1.00,-1.00,-1.00
Dead Age,51,Silent Dreams,Headup Games,187692,89414,2607,4.83,-1.00,-1.00,-1.00
DungeonRift,95,RiftyGames,RiftyGames,11991,3389,0,31.00,-1.00,-1.00,-1.00
Viktor,37,Shorebound Studios,Shorebound Studios,22419,15380,0,3.03,-1.00,-1.00,-1.00
Alien Breed: Impact,30,Team17 Software Ltd. ,Team17 Digital Ltd,424131,157713,1303,2.56,-1.00,-1.00,-1.00
G-Ball,1,Genee Network,Genee Network,17205,3128,0,0.40,-1.00,-1.00,-1.00
Plox Neon,,Desert Owl Games LLC,Desert Owl Games LLC,2346,0,0,0.00,-1.00,-1.00,-1.00
Antisquad,13,InsGames,INSGAMES LIMITED,43013,30500,784,1.31,-1.00,-1.00,-1.00
Valiant,25,Offpeak Games,Offpeak Games,2734,2734,0,2.20,-1.00,-1.00,-1.00
Grenade Madness,78,Touch Orchestra,Touch Orchestra,1564,784,0,10.50,-1.00,-1.00,-1.00
Hot Wheels World's Best Driver,1,Firebrand Games,Warner Bros. Interactive Entertainment,4171,2607,0,0.36,-1.00,-1.00,-1.00
BattleSouls,22,Pixeleap,Pixeleap,126171,51355,0,1.93,-1.00,-1.00,-1.00
AuroraRL,39,Sun Dogs,Siberian Digital,17987,11991,1043,3.21,-1.00,-1.00,-1.00
Tokyo 42,39,SMAC Games,Mode 7,13034,12252,1172,3.26,-1.00,-1.00,-1.00
Raw Data,62,Survios,Survios,98277,93846,5474,6.45,-1.00,-1.00,-1.00
Stickman Destruction,,Starodymov,OtakuMaker SARL,1043,0,0,0.00,-1.00,-1.00,-1.00
Retro Dungeons,,Dexion Games,Dexion Games,5735,0,0,0.00,-1.00,-1.00,-1.00
Arena Hero,82,Super Squared,Super Squared,2085,2343,0,12.00,-1.00,-1.00,-1.00
The Talos Principle VR,82,Croteam VR,"Devolver Digital, Croteam Publishing",18769,11470,781,13.00,-1.00,-1.00,-1.00
SEGA Mega Drive and Genesis Classics,40,D3T Limited,SEGA,2474142,1278650,14598,3.41,-1.00,-1.00,-1.00
Nightmare on Azathoth,18,Modesto Rabena,Divergent Game Studio,6517,3650,0,1.70,-1.00,-1.00,-1.00
The Ship: Remasted,18,Blazing Griffin,Blazing Griffin,58393,38060,1043,1.64,-1.00,-1.00,-1.00
Zolg,33,Robert Alvarez,Robert Alvarez,27632,18769,1570,2.76,-1.00,-1.00,-1.00
Blood Ancestors,,"Snowpeak Studio, SL","Snowpeak Studio, SL",3389,781,0,0.00,-1.00,-1.00,-1.00
Dead Horizon,89,14 Hours Productions,14 Hours Productions,6517,2868,0,16.00,-1.00,-1.00,-1.00
Forsaken World,28,Perfect World Entertainment,Perfect World Entertainment,440554,92803,778,2.45,-1.00,-1.00,-1.00
Dark Legion VR,40,Ice World,Ice World,2085,1043,784,3.39,-1.00,-1.00,-1.00
Time Up,95,Grid Game,Grid Game,784,784,785,27.33,-1.00,-1.00,-1.00
Little People,,Daniil Hasanov,Blue Whale Games,3389,781,0,0.00,-1.00,-1.00,-1.00
The Tower Of Elements,14,Wulo Games,Back To Basics Gaming,446550,319337,8081,1.39,-1.00,-1.00,-1.00
KungFu Town VR,42,Bellcat Game,Bellcat Game,784,784,0,3.67,-1.00,-1.00,-1.00
Cookies vs. Claus,89,"Joshua Williams, Evil Tortilla Games Incorporated",Evil Tortilla Games,5214,3650,1176,17.00,-1.00,-1.00,-1.00
Panzer Killer,,Digital Fusion Inc.,Digital Fusion Inc.,785,785,0,0.00,-1.00,-1.00,-1.00
Platformines,23,Magiko Gaming,BANDAI NAMCO Entertainment,112094,43013,0,2.00,-1.00,-1.00,-1.00
BeeFense,,ByteRockers' Games,ByteRockers' Games,5735,0,0,0.00,-1.00,-1.00,-1.00
Natural Selection 2,56,Unknown Worlds Entertainment,Unknown Worlds Entertainment,1673324,1194971,11470,5.61,-1.00,-1.00,-1.00
High clear VR,65,FiveStarGames,FiveStarGames,1043,781,784,6.75,-1.00,-1.00,-1.00
Tomb Raider,92,"Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",5221479,4265555,105316,23.87,-1.00,-1.00,-1.00
Brawlerz Nitro,,Bail! Enemy Jet!,Bail! Enemy Jet!,785,0,0,0.00,-1.00,-1.00,-1.00
Amnesia: A Machine for Pigs,22,The Chinese Room,Frictional Games,2295313,357396,71688,1.91,-1.00,-1.00,-1.00
Draw Slasher,33,Mass Creation,Mass Creation,16684,12513,784,2.84,-1.00,-1.00,-1.00
Acceleration of SUGURI 2,,Orange_Juice,Fruitbat Factory,2354,0,0,0.00,-1.00,-1.00,-1.00
AI Dummy,,Narko Games,Narko Games,781,781,0,0.00,-1.00,-1.00,-1.00
DRAGON BALL XENOVERSE 2,39,"QLOC, DIMPS",BANDAI NAMCO Entertainment,404580,388157,62303,3.30,-1.00,-1.00,-1.00
Okhlos: Omega,49,Coffee Powered Machine,Devolver Digital,196034,74034,1555,4.41,-1.00,-1.00,-1.00
Tasty Planet: Back for Seconds,71,Dingo Games,Dingo Games,19812,19291,785,8.90,-1.00,-1.00,-1.00
H-Hour: World's Elite,12,SOF Studios Ltd,SOF Studios Ltd,10688,9645,1172,1.25,-1.00,-1.00,-1.00
LEGO The Lord of the Rings,74,Traveller's Tales,Warner Bros. Interactive Entertainment,635024,470533,5474,9.65,-1.00,-1.00,-1.00
BiT Evolution,17,Major Games,Major Games,62303,21897,781,1.58,-1.00,-1.00,-1.00
Panzar,22,Panzar Studio,OVALIS INVESTMENTS LIMITED,1305500,566464,3128,1.92,-1.00,-1.00,-1.00
Planet Driller,28,Oryzhon Studios,Oryzhon Studios,21637,13295,0,2.35,-1.00,-1.00,-1.00
Hide & Hold Out - H2o,15,Red Abyss Software,Red Abyss Software,13034,12773,0,1.47,-1.00,-1.00,-1.00
Bladestar,39,"Fair Weather Studios, LLC","Fair Weather Studios, LLC",6517,5735,784,3.25,-1.00,-1.00,-1.00
Arcana Heart 3 LOVE MAX!!!!!,67,EXAMU Inc.,Arc System Works,27632,21637,1171,7.75,-1.00,-1.00,-1.00
The Escapists,71,Mouldy Toof Studios,Team17 Digital Ltd,1222342,1100082,24765,8.77,-1.00,-1.00,-1.00
Ravenfield,89,SteelRaven7,SteelRaven7,141551,140247,49790,15.87,-1.00,-1.00,-1.00
Xenophage: Alien Bloodsport,0,Argo Games,3D Realms (Apogee Software),60478,3128,784,0.19,-1.00,-1.00,-1.00
Deadly Dozen,28,N-Fusion Interactive,Retroism,1953,781,0,2.33,-1.00,-1.00,-1.00
Natural Soccer,27,Thorsten Schleinzer,Thorsten Schleinzer,2085,2745,0,2.29,-1.00,-1.00,-1.00
Relic Alone,53,"NTT Plala Inc., Roconilo Project",Zoo Corporation,2734,785,0,5.00,-1.00,-1.00,-1.00
MyDream,30,"MyDream Interactive, Inc","MyDream Interactive, Inc",24504,9906,785,2.48,-1.00,-1.00,-1.00
Gun Monkeys,11,Size Five Games,Size Five Games,761976,447332,784,1.20,-1.00,-1.00,-1.00
Zulu Response,6,Web Interactive Solutions,Web Interactive Solutions,1176,1176,0,0.82,-1.00,-1.00,-1.00
Formula Fusion,35,R8 Games Ltd,R8 Games Ltd,9124,8603,781,2.97,-1.00,-1.00,-1.00
Wincars Racer,100,DragonJam Studios,DragonJam Studios,1569,0,0,6.00,-1.00,-1.00,-1.00
Mad Max,74,"Avalanche Studios, Feral Interactive (Mac), Feral Interactive (Linux)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",1657422,1418376,70384,9.93,-1.00,-1.00,-1.00
TeraBlaster,27,Black Shell Games,,87329,39624,0,2.25,-1.00,-1.00,-1.00
Morphite,42,"Crescent Moon Games, We're Five Games, Blowfish Studios",Crescent Moon Games,3128,2346,0,3.64,-1.00,-1.00,-1.00
Flix The Flea,4,Psychotic Psoftware,Psychotic Psoftware,105837,82636,1825,0.68,-1.00,-1.00,-1.00
Zeno Clash,56,ACE Team,ACE Team,491909,289097,1564,5.62,-1.00,-1.00,-1.00
Battlerite,62,Stunlock Studios,Stunlock Studios,4602618,3481160,490605,6.48,-1.00,-1.00,-1.00
Evochron Mercenary,44,StarWraith 3D Games LLC,StarWraith 3D Games LLC,94367,85504,0,3.92,-1.00,-1.00,-1.00
Gun Bombers,67,Antti Vaihia,Antti Vaihia,3650,782,785,8.00,-1.00,-1.00,-1.00
Independence War Deluxe Edition,4,Particle Systems Ltd.,Atari,1172,1172,0,0.67,-1.00,-1.00,-1.00
BlackSoul: Extended Edition,3,XeniosVision,XeniosVision,29718,4692,0,0.61,-1.00,-1.00,-1.00
Spirits of Xanadu,47,"Good Morning, Commander",Nightdive Studios,23722,14598,778,4.24,-1.00,-1.00,-1.00
A Robot Named Fight!,86,Matt Bitner Games,Matt Bitner Games,4171,4171,785,15.42,-1.00,-1.00,-1.00
Plenty: Skyhearth,56,Tiny Lions,Tiny Lions Inc.,30239,14077,0,5.60,-1.00,-1.00,-1.00
Moonrise,,Undead Labs,Undead Labs LLC,14598,13556,0,2.07,-1.00,-1.00,-1.00
CTHON,28,Gravity Games,Gravity Games,2868,0,0,2.43,-1.00,-1.00,-1.00
Rayman Legends,86,,Ubisoft,250777,201508,8081,14.41,-1.00,-1.00,-1.00
Spark,,"Knightmare Games, Limited","Knightmare Games, Limited",3910,0,0,0.00,-1.00,-1.00,-1.00
Turbo Dismount,78,Secret Exit Ltd.,Secret Exit Ltd.,365217,339931,4953,11.21,-1.00,-1.00,-1.00
Ladra,39,Is Future Bright,Black Shell Media,25026,2607,0,3.33,-1.00,-1.00,-1.00
Deep Dark Dungeon,51,GlassCats,PsychoFlux Entertainment,1564,1562,0,4.60,-1.00,-1.00,-1.00
Disney Princess: My Fairytale Adventure,56,High Impact Games,Disney Interactive,11991,6256,784,5.45,-1.00,-1.00,-1.00
"Cook, Serve, Delicious!",92,Vertigo Gaming Inc.,Vertigo Gaming Inc.,482263,318815,8863,19.30,-1.00,-1.00,-1.00
Risky Rescue,51,Digital Melody,Forever Entertainment S. A.,84201,53701,785,4.68,-1.00,-1.00,-1.00
dead_file.exe,31,Saddletrip,dead.team,6517,1043,785,2.60,-1.00,-1.00,-1.00
Deceit,31,Automaton,Automaton,2407928,1738234,307867,2.63,-1.00,-1.00,-1.00
Clickdraw Clicker,2,ColloseusX,Phat Phrog Studios,182999,165012,784,0.45,-1.00,-1.00,-1.00
Fallout: New Vegas,92,Obsidian Entertainment,Bethesda Softworks,642844,566985,21376,21.72,-1.00,-1.00,-1.00
NEKO-NIN exHeart,97,Whirlpool,Sekai Project,20855,16162,781,41.18,-1.00,-1.00,-1.00
Ensign-1,3,Only Human Studios,Only Human Studios,9906,2343,0,0.57,-1.00,-1.00,-1.00
CRIMSON METAL,5,Madbox Entertainment,Madbox Entertainment,2607,1825,1568,0.76,-1.00,-1.00,-1.00
Halo: Spartan Strike,51,"343 Industries, Vanguard Games",Microsoft Studios,120957,56568,1564,4.62,-1.00,-1.00,-1.00
Super Chibi Knight,65,PestoForce,"Armor Games Studios, PestoForce",22419,19812,784,7.17,-1.00,-1.00,-1.00
Razenroth,56,Enitvare,Enitvare,56047,37278,785,5.27,-1.00,-1.00,-1.00
Conga Master,97,Undercoders,Rising Star Games,2346,1564,0,34.00,-1.00,-1.00,-1.00
STEEL RIVALS,0,nuGAME,nuGAME,9906,5474,0,0.25,-1.00,-1.00,-1.00
8-Bit Armies: Arena (Free),23,Petroglyph,Petroglyph,53179,38060,1043,2.03,-1.00,-1.00,-1.00
Fiery Disaster,10,Vogelfänger,Vogelfänger,2868,2085,1172,1.10,-1.00,-1.00,-1.00
Legacy of Kain: Defiance,71,Crystal Dynamics,Square Enix,297700,57090,784,8.51,-1.00,-1.00,-1.00
Transistor,92,Supergiant Games,Supergiant Games,1473901,1081574,18248,20.26,-1.00,-1.00,-1.00
Red Faction Guerrilla Steam Edition,74,"Volition, Reactor Zero, THQ Nordic",THQ Nordic,1129279,741382,5214,9.49,-1.00,-1.00,-1.00
BULLET SOUL /  -  -,42,"MAGES. Inc., 5pb","MAGES. Inc., 5pb",2085,1564,0,3.75,-1.00,-1.00,-1.00
Grand Theft Auto: San Andreas,71,Rockstar Games,Rockstar Games,3121939,2057571,69342,8.14,-1.00,-1.00,-1.00
Dystopy,23,Campus ADN 2015-2016,Campus ADN,3128,1176,0,2.00,-1.00,-1.00,-1.00
Reverse x Reverse,100,desunoya,Sekai Project,2346,1564,0,17.00,-1.00,-1.00,-1.00
Cubic Castles,30,Cosmic Cow LLC,Cosmic Cow LLC,1015621,709318,5996,2.50,-1.00,-1.00,-1.00
Sky Rogue,82,Fractal Phase,Fractal Phase,29979,27372,1562,12.86,-1.00,-1.00,-1.00
Runes of Brennos,37,LuGus Studios,LuGus Studios,15120,7038,0,3.00,-1.00,-1.00,-1.00
Dead Realm,24,Section Studios,3BLACKDOT,248692,229922,1043,2.10,-1.00,-1.00,-1.00
Squareboy vs Bullies: Arena Edition,,"Rohan Narang, Ratalaika Games S.L.",Ratalaika Games S.L.,2085,0,0,0.00,-1.00,-1.00,-1.00
Deranged Rabbits,100,Mikko Nykyri,Grove Comp,8081,5996,0,26.00,-1.00,-1.00,-1.00
Master Reboot,40,Wales Interactive,Wales Interactive,85765,41188,0,3.40,-1.00,-1.00,-1.00
BlazBlue: Calamity Trigger,62,Arc System Works,"H2 Interactive Co., Ltd.",239568,174136,2868,6.34,-1.00,-1.00,-1.00
Rez Infinite,78,"Monstars Inc., Resonair",Enhance Games,23461,19291,1570,10.78,-1.00,-1.00,-1.00
Mr Makeshifter,100,Arboreal Games,Arboreal Games,1825,1564,0,3.00,-1.00,-1.00,-1.00
Press X to Not Die,82,All Seeing Eye Games,All Seeing Eye Games,52919,40145,778,11.85,-1.00,-1.00,-1.00
Mushroom Men: Truffle Trouble,28,Red Fly Studio,Red Fly Studio,12513,6256,0,2.43,-1.00,-1.00,-1.00
Blind Blades,53,Heavy Key Studios,Heavy Key Studios,1961,1570,0,5.00,-1.00,-1.00,-1.00
Lightfish,51,Eclipse Games,,58393,24765,0,4.83,-1.00,-1.00,-1.00
